@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Summary string

@data

transition,4,7,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20130408.1716,3687,409,403,6,0,98.533007,1.466993,0,0,0.038487,0.131273,132.067186,109.186731,45.139488,55.406473,-10.266985,0.110365,0.135468,-0.025103,-166.979286,-0.408262,-149339.224236,0,0,0,0,1,403,1,6,0,0,0,0.326303,0.98533,0.98533,0.01467,0.01467,0.970875,0.98533,0.978049,0.326303,0.047,0.004,0.05,0,6708,729552,83786,?
transition,4,8,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20130408.1716,3687,409,402,7,0,98.288509,1.711491,0,-0.004209,0.046511,0.142337,159.603558,118.389057,45.139488,63.48612,-18.346632,0.110365,0.155223,-0.044857,-222.104991,-0.543044,-198641.327304,0,0,0.002481,1,0.997519,402,1,6,0,0,0,0.35153,0.982885,0.985366,0.014634,0.017115,0.97084,0.982885,0.976825,0.35153,0.057,0.004,0.06,0,6708,729552,83786,?
transition,4,9,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20130408.1716,3687,409,403,6,0,98.533007,1.466993,0,0,0.039275,0.125994,134.77125,104.795542,45.139488,78.261757,-33.122269,0.110365,0.191349,-0.080984,-222.213068,-0.543308,-198737.987419,0,0,0,0,1,403,1,6,0,0,0,0.347395,0.98533,0.98533,0.01467,0.01467,0.970875,0.98533,0.978049,0.347395,0.048,0.004,0.05,0.01,6708,729552,83786,?
transition,4,10,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20130408.1716,3687,409,402,7,0,98.288509,1.711491,0,-0.004209,0.042569,0.137644,146.077369,114.485907,45.139488,59.625511,-14.486023,0.110365,0.145784,-0.035418,-195.62923,-0.478311,-174962.524583,0,0,0.002481,1,0.997519,402,1,6,0,0,0,0.373449,0.982885,0.985366,0.014634,0.017115,0.97084,0.982885,0.976825,0.373449,0.048,0.004,0.05,0,6708,729552,83786,?
transition,5,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20130408.1716,3686,410,402,8,0,98.04878,1.95122,0,-0.007371,0.045741,0.142969,157.127714,119.058063,45.161205,63.901901,-18.740696,0.110149,0.155858,-0.045709,-206.330001,-0.503244,-184492.514237,0,0,0.00495,2,0.99505,402,1,6,0,0,0,0.257426,0.980488,0.985438,0.014562,0.019512,0.970875,0.980488,0.975658,0.257426,0.047,0.004,0.04,0.01,6708,729355,83983,?
transition,5,2,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20130408.1716,3686,410,404,6,0,98.536585,1.463415,0,0,0.034588,0.125642,118.814326,104.628604,45.161205,56.916964,-11.755759,0.110149,0.138822,-0.028673,-142.913202,-0.348569,-127787.601998,0,0,0,0,1,404,1,6,0,0,0,0.344059,0.985366,0.985366,0.014634,0.014634,0.970946,0.985366,0.978103,0.344059,0.046,0.004,0.05,0,6708,729355,83983,?
transition,5,3,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20130408.1716,3686,410,404,6,0,98.536585,1.463415,0,0,0.042978,0.131708,147.635336,109.680681,45.161205,54.79862,-9.637415,0.110149,0.133655,-0.023506,-214.120095,-0.522244,-191458.122679,0,0,0,0,1,404,1,6,0,0,0,0.471947,0.985366,0.985366,0.014634,0.014634,0.970946,0.985366,0.978103,0.471947,0.047,0.004,0.05,0,6708,729355,83983,?
transition,5,4,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20130408.1716,3686,410,403,7,0,98.292683,1.707317,0,-0.004199,0.043683,0.137102,150.058477,114.17254,45.161205,59.935174,-14.77397,0.110149,0.146183,-0.036034,-201.529515,-0.491535,-180200.100999,0,0,0.002475,1,0.997525,403,1,6,0,0,0,0.32962,0.982927,0.985402,0.014598,0.017073,0.970911,0.982927,0.976882,0.32962,0.046,0.004,0.05,0.01,6708,729355,83983,?
transition,5,5,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20130408.1716,3686,410,404,6,0,98.536585,1.463415,0,0,0.045366,0.128644,155.839675,107.129007,45.161205,499.493131,-454.331926,0.110149,1.218276,-1.108127,-332.285212,-0.810452,-297116.919284,0,0,0,0,1,404,1,6,0,0,0,0.436056,0.985366,0.985366,0.014634,0.014634,0.970946,0.985366,0.978103,0.433617,0.047,0.003,0.05,0,6708,729355,83983,?
transition,5,6,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20130408.1716,3686,410,402,8,0,98.04878,1.95122,0,-0.007371,0.039627,0.134422,136.126005,111.940776,45.161205,56.899519,-11.738314,0.110149,0.138779,-0.02863,-179.39269,-0.437543,-160406.186058,0,0,0.00495,2,0.99505,402,1,6,0,0,0,0.292492,0.980488,0.985438,0.014562,0.019512,0.970875,0.980488,0.975658,0.292492,0.047,0.004,0.04,0,6708,729355,83983,?
transition,5,7,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20130408.1716,3687,409,399,10,0,97.555012,2.444988,0,-0.011875,0.044288,0.14407,151.975669,119.830869,45.139488,64.919271,-19.779783,0.110365,0.158727,-0.048361,-187.446691,-0.458305,-167644.40692,0,0,0.009926,4,0.990074,399,1,6,0,0,0,0.306452,0.97555,0.985476,0.014524,0.02445,0.970733,0.97555,0.973135,0.306452,0.049,0.004,0.05,0,6708,729552,83786,?
transition,5,8,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20130408.1716,3687,409,402,7,0,98.288509,1.711491,0,-0.004209,0.035187,0.126399,120.745585,105.132849,45.139488,50.679016,-5.539528,0.110365,0.12391,-0.013544,-136.865992,-0.334636,-122407.164904,0,0,0.002481,1,0.997519,402,1,6,0,0,0,0.383375,0.982885,0.985366,0.014634,0.017115,0.97084,0.982885,0.976825,0.383375,0.047,0.004,0.05,0.01,6708,729552,83786,?
transition,5,9,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20130408.1716,3687,409,402,7,0,98.288509,1.711491,0,-0.004209,0.040752,0.135641,139.840438,112.820168,45.139488,65.365859,-20.226371,0.110365,0.159819,-0.049453,-170.25363,-0.416268,-152267.65878,0,0,0.002481,1,0.997519,402,1,6,0,0,0,0.317204,0.982885,0.985366,0.014634,0.017115,0.97084,0.982885,0.976825,0.317204,0.048,0.004,0.05,0,6708,729552,83786,?
transition,5,10,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20130408.1716,3687,409,403,6,0,98.533007,1.466993,0,0,0.04777,0.133813,163.924561,111.299704,45.139488,282.055279,-236.915791,0.110365,0.689622,-0.579256,-308.095828,-0.753291,-275547.901489,0,0,0,0,1,403,1,6,0,0,0,0.284533,0.98533,0.98533,0.01467,0.01467,0.970875,0.98533,0.978049,0.285959,0.048,0.004,0.04,0.01,6708,729552,83786,?
transition,6,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20130408.1716,3686,410,404,6,0,98.536585,1.463415,0,0,0.033002,0.123534,113.366657,102.873711,45.161205,55.845245,-10.684041,0.110149,0.136208,-0.026059,-132.304282,-0.322693,-118301.50486,0,0,0,0,1,404,1,6,0,0,0,0.286716,0.985366,0.985366,0.014634,0.014634,0.970946,0.985366,0.978103,0.286716,0.051,0.003,0.05,0.01,6708,729355,83983,?
