% 1. Title: Mashup Transition Database
%
% 2. Sources:
%      (a) Creator: Caitlyn Clabaugh
%      (b) Date: April, 2013
%
@RELATION transition

@ATTRIBUTE atimbremean     NUMERIC
@ATTRIBUTE atimbrestd      NUMERIC
@ATTRIBUTE atimbrevariance NUMERIC
@ATTRIBUTE atimbreskew     NUMERIC
@ATTRIBUTE atimbrekurtosis NUMERIC
@ATTRIBUTE apitchmean      NUMERIC
@ATTRIBUTE apitchstd       NUMERIC
@ATTRIBUTE apitchvariance  NUMERIC
@ATTRIBUTE apitchskew      NUMERIC
@ATTRIBUTE apitchkurtosis  NUMERIC
@ATTRIBUTE btimbremean     NUMERIC
@ATTRIBUTE btimbrestd      NUMERIC
@ATTRIBUTE btimbrevariance NUMERIC
@ATTRIBUTE btimbreskew     NUMERIC
@ATTRIBUTE btimbrekurtosis NUMERIC
@ATTRIBUTE bpitchmean      NUMERIC
@ATTRIBUTE bpitchstd       NUMERIC
@ATTRIBUTE bpitchvariance  NUMERIC
@ATTRIBUTE bpitchskew      NUMERIC
@ATTRIBUTE bpitchkurtosis  NUMERIC
@ATTRIBUTE class           {true,false}

@DATA
-0.0340916874784000,0.1328845226670000,0.0176582963645000,0.3035070116230000,-0.5012605532630000,0.2083903925000000,0.0502246850591000,0.0025225189892900,2.1270945776299999,6.4640151330700002,-0.0340916874784000,0.1328845226670000,0.0176582963645000,0.3035070116230000,-0.5012605532630000,0.2083903925000000,0.0502246850591000,0.0025225189892900,2.1270945776299999,6.4640151330700002,false
-0.0340916874784000,0.1328845226670000,0.0176582963645000,0.3035070116230000,-0.5012605532630000,0.2083903925000000,0.0502246850591000,0.0025225189892900,2.1270945776299999,6.4640151330700002,0.0061028384593000,0.2485056120930000,0.0617550392418000,-0.3818139886730000,0.2296847057860000,0.3758750002910000,0.1212015317810000,0.0146898113060000,-0.0227670295142000,-0.3311514476600000,true
-0.0340916874784000,0.1328845226670000,0.0176582963645000,0.3035070116230000,-0.5012605532630000,0.2083903925000000,0.0502246850591000,0.0025225189892900,2.1270945776299999,6.4640151330700002,0.0087701122168800,0.3065023009350000,0.0939436604783000,-0.0507284197298000,-0.9102789489599999,0.2430962711330000,0.0829731546640000,0.0068845443948900,1.0925690611900001,1.7116955007600001,false
-0.0340916874784000,0.1328845226670000,0.0176582963645000,0.3035070116230000,-0.5012605532630000,0.2083903925000000,0.0502246850591000,0.0025225189892900,2.1270945776299999,6.4640151330700002,0.0046039598736000,0.2853562186310000,0.0814281715115000,0.6877158991510000,1.2519147172700000,0.4314123083590000,0.1272851321140000,0.0162015048573000,0.4977555094450000,0.4669312818330000,false
-0.0340916874784000,0.1328845226670000,0.0176582963645000,0.3035070116230000,-0.5012605532630000,0.2083903925000000,0.0502246850591000,0.0025225189892900,2.1270945776299999,6.4640151330700002,0.0858579907633000,0.2844103968890000,0.0808892738584000,-0.2638500381820000,-0.6514602161720000,0.2630335444670000,0.0772161408052000,0.0059623324008400,0.6445763726580001,-0.2324563559630000,false
-0.0340916874784000,0.1328845226670000,0.0176582963645000,0.3035070116230000,-0.5012605532630000,0.2083903925000000,0.0502246850591000,0.0025225189892900,2.1270945776299999,6.4640151330700002,-0.0314196017053000,0.2456683766810000,0.0603529513011000,0.5170680919010000,-1.5000000000000000,0.2059988545050000,0.0713598805727000,0.0050922325553500,0.7070884027550000,-1.5000000000000000,false
-0.0340916874784000,0.1328845226670000,0.0176582963645000,0.3035070116230000,-0.5012605532630000,0.2083903925000000,0.0502246850591000,0.0025225189892900,2.1270945776299999,6.4640151330700002,0.0839961491319000,0.2773223898580000,0.0769077079163000,0.2093701626540000,-0.7295630153929999,0.4728016993060000,0.1173332916040000,0.0137671013187000,0.3646206534020000,-0.8045946634240000,false
-0.0340916874784000,0.1328845226670000,0.0176582963645000,0.3035070116230000,-0.5012605532630000,0.2083903925000000,0.0502246850591000,0.0025225189892900,2.1270945776299999,6.4640151330700002,0.0233519296296000,0.1913665546750000,0.0366211582480000,0.6903856713370000,0.3840911918390000,0.2911295898150000,0.1029495645300000,0.0105986128370000,0.6077878848820000,-0.6871764118360000,false
-0.0340916874784000,0.1328845226670000,0.0176582963645000,0.3035070116230000,-0.5012605532630000,0.2083903925000000,0.0502246850591000,0.0025225189892900,2.1270945776299999,6.4640151330700002,0.0981157902778000,0.1984634252760000,0.0393877311724000,1.3433983982900000,1.9535502698900000,0.4655322546300000,0.1064315729180000,0.0113276797138000,-0.1294144080240000,-0.6353993198110000,false
-0.0340916874784000,0.1328845226670000,0.0176582963645000,0.3035070116230000,-0.5012605532630000,0.2083903925000000,0.0502246850591000,0.0025225189892900,2.1270945776299999,6.4640151330700002,0.0153480347667000,0.2613423820050000,0.0682998406322000,0.6484666692220000,-0.2758651754220000,0.2746140923330000,0.0963663639098000,0.0092864760932000,1.3079666128100000,2.0990428145300002,false
